,track,artist,album,popularity,time,release_date,track_number,danceability,energy,key,loudness,mode,speechiness,acoustincess,instrumentalness,liveness,valence,tempo,time_signature,genre
108,Movies,Weyes Blood,Titanic Rising,55,353732,2019-04-05,6,0.0903,0.362,7,-8.929,0,0.0337,0.646,0.402,0.106,0.0964,74.729,4,indie
109,Only Friend,Wallows,Nothing Happens,59,181600,2019-03-22,1,0.295,0.835,4,-5.184,1,0.0413,1.51e-05,0.913,0.342,0.0835,153.914,4,indie
110,If I Were You,Claud,If I Were You,58,171000,2019-04-11,1,0.728,0.451,1,-8.962,1,0.053,0.223,0.00383,0.282,0.421,152.994,4,indie
111,Bloodlines,Cape Francis,Deep Water,47,200189,2019-03-01,4,0.671,0.67,10,-7.894,1,0.024,0.363,0.605,0.307,0.413,119.965,4,indie
112,Hungry Child - Edit,Hot Chip,Hungry Child,62,208637,2019-04-04,1,0.643,0.85,0,-6.386,1,0.0513,0.0564,0.0199,0.229,0.576,120.041,4,indie
113,Fill Me Up Anthem,Gus Dapperton,Where Polly People Go to Read,52,276870,2019-04-19,9,0.56,0.587,8,-2.998,1,0.0275,0.406,0.0,0.111,0.548,131.001,4,indie
114,Took A Fall,Golden Daze,Took A Fall,45,197413,2019-01-25,1,0.688,0.359,1,-10.478,1,0.0284,0.141,0.00151,0.121,0.595,86.983,4,indie
115,People,Leoniden,People,54,196093,2018-10-19,1,0.693,0.721,3,-6.557,0,0.0353,0.0137,0.0,0.141,0.941,125.003,4,indie
116,She Longs for You,Some Sprouts,She Longs for You,58,175980,2018-09-21,1,0.596,0.772,7,-5.482,1,0.03,0.00311,0.0,0.0885,0.661,134.99,4,indie
117,Go Rilla,FIL BO RIVA,Go Rilla,61,236039,2018-10-19,1,0.494,0.748,7,-5.879,1,0.0383,0.275,2.41e-06,0.309,0.484,147.858,4,indie
118,Wild Stare,Giant Rooks,Wild Stare,74,194471,2018-12-07,1,0.649,0.823,10,-3.61,0,0.0503,0.0245,0.000227,0.192,0.443,128.069,4,indie
119,Any Better,KYTES,Frisbee,57,185313,2019-01-25,1,0.929,0.403,1,-7.286,0,0.0708,0.241,1.41e-05,0.0684,0.632,105.997,4,indie
120,Kids,Leoniden,Again,57,215440,2018-10-26,2,0.621,0.644,1,-5.845,0,0.0381,0.00333,5.95e-06,0.0993,0.479,132.923,4,indie
121,Nur wegen dir,AnnenMayKantereit,Nur wegen dir,50,181100,2018-11-16,1,0.677,0.654,0,-4.722,1,0.0349,0.0196,0.0,0.0815,0.716,130.077,4,indie
122,Clean Eyes,SYML,Clean Eyes,58,184092,2018-09-21,1,0.466,0.844,9,-3.777,0,0.0495,0.00104,0.00238,0.158,0.501,174.162,4,indie
123,Separate Waves,Some Sprouts,IMMT,48,250368,2018-10-19,2,0.572,0.874,6,-3.664,0,0.0332,0.00785,0.0,0.126,0.601,145.962,4,indie
124,Remedy,KYTES,Remedy,53,200804,2018-10-26,1,0.757,0.751,4,-6.318,0,0.0545,0.637,0.0223,0.0712,0.623,140.01,4,indie
125,Love Lost,JONAH,Love Lost,50,214733,2018-02-23,1,0.643,0.601,5,-6.697,1,0.0299,0.362,0.00137,0.125,0.109,116.008,4,indie
126,Losing Touch,Roosevelt,Young Romance,42,238373,2018-09-28,5,0.563,0.931,2,-4.404,1,0.0379,0.0032,0.137,0.153,0.524,115.038,4,indie
127,Checkpoint (Nie Game Over),Bilderbuch,mea culpa,54,272188,2018-12-04,8,0.677,0.737,6,-6.991,1,0.0307,0.347,0.109,0.656,0.535,91.999,4,indie
128,100 mg,Giant Rooks,Wild Stare,39,230786,2019-04-19,3,0.542,0.879,5,-4.396,0,0.0338,0.0158,8.22e-05,0.281,0.804,75.997,4,indie
129,Real For You,James Hersey,Real For You,29,181974,2018-08-17,1,0.65,0.527,5,-7.465,0,0.532,0.132,0.0,0.0902,0.705,120.094,5,indie
130,Prince Boomerang,Rikas,Prince Boomerang,48,208929,2018-09-21,1,0.765,0.73,9,-6.067,0,0.0444,0.0621,1.23e-05,0.202,0.903,129.996,4,indie
131,Bicycle (feat. klei),filous,Bicycle (feat. klei),63,199600,2018-10-05,1,0.756,0.633,0,-7.884,1,0.136,0.201,0.165,0.184,0.415,118.99,4,indie
132,Take It Easy,KYTES,Take It Easy,52,191021,2018-11-30,1,0.579,0.739,0,-5.845,1,0.104,0.251,0.00573,0.128,0.391,97.934,4,indie
133,Unless you love me,Friska Viljor,Unless you love me,10,172358,2018-12-17,1,0.556,0.714,9,-7.991,1,0.0313,0.0145,0.0,0.176,0.58,136.965,4,indie
134,Dead Boys,Sam Fender,Dead Boys,62,205045,2018-08-14,1,0.464,0.839,0,-3.558,1,0.0388,0.117,8.63e-05,0.085,0.221,168.135,4,indie
135,When the Summer Ends,Savoir Adore,When the Summer Ends,45,206520,2018-07-20,1,0.683,0.718,0,-7.113,1,0.0297,0.0542,0.00197,0.168,0.482,107.979,4,indie
136,Wannabe,Leyya,Wannabe,10,222539,2018-07-20,1,0.644,0.431,1,-10.166,0,0.0508,0.202,0.382,0.125,0.28,152.477,5,indie
137,Mountain,Jonathan Jeremiah,Mountain,55,177960,2018-07-25,1,0.709,0.721,2,-5.186,0,0.0539,0.585,0.0063,0.0618,0.789,80.038,4,indie
138,Westkreuz,Von Wegen Lisbeth,Westkreuz,57,227533,2019-04-12,1,0.683,0.936,0,-3.799,1,0.0464,0.246,0.000742,0.0861,0.904,159.007,4,indie
139,Marie,AnnenMayKantereit,Schlagschatten,62,209208,2018-12-07,1,0.692,0.674,6,-7.308,1,0.0314,0.257,0.0,0.0906,0.544,98.149,4,indie
140,Night Running,Millie Turner,Night Running,61,211325,2018-10-10,1,0.615,0.839,4,-5.416,0,0.142,0.027,7.32e-05,0.916,0.782,195.918,4,indie
141,Look Up,Moonlight Breakfast,Look Up,45,206549,2018-12-12,1,0.633,0.853,0,-4.746,1,0.111,0.0374,0.00227,0.0885,0.306,179.972,4,indie
142,Dance with Darkness,Skrizzly Adams,Dance with Darkness,59,202879,2018-09-28,1,0.631,0.847,3,-4.782,1,0.16,0.0834,0.0,0.318,0.704,141.965,4,indie
143,Someone You Love,Some Sprouts,Someone You Love,42,203828,2019-04-26,1,0.58,0.915,0,-4.588,1,0.0316,0.00663,2.12e-06,0.375,0.686,138.002,4,indie
144,Summer Sun,Cari Cari,Summer Sun,49,204410,2018-09-14,1,0.732,0.654,11,-6.842,0,0.0304,0.484,0.218,0.151,0.39,114.007,4,indie
145,Take Me Out,Pool,Take Me Out,53,295384,2019-01-25,1,0.834,0.612,9,-8.472,0,0.0706,0.0379,0.0802,0.983,0.692,116.991,4,indie
146,Drugs,GiiRL,Drugs,47,185878,2019-02-01,1,0.634,0.868,0,-4.718,1,0.0619,0.253,2.78e-05,0.197,0.513,140.004,4,indie
147,Brighton Pier,Razorlight,Olympus Sleeping,50,165426,2018-10-26,4,0.669,0.795,11,-5.106,0,0.0958,0.0149,0.00401,0.0554,0.937,103.246,4,indie
148,Find A Home Out There (Radio Edit),Alberta Cross,Find A Home Out There (Radio Edit),55,216440,2018-06-22,1,0.53,0.604,0,-5.825,1,0.0307,0.254,3.25e-05,0.143,0.285,122.943,4,indie
149,Fuel On The Fire,Bear's Den,Fuel On The Fire,54,234520,2019-01-30,1,0.655,0.458,7,-8.651,1,0.0324,0.533,0.794,0.114,0.0729,120.006,4,indie
150,Moving On,Pool,Moving On,56,221074,2018-08-10,1,0.816,0.621,9,-9.302,0,0.0349,0.161,0.0349,0.0642,0.883,106.994,4,indie
151,Salvation,The Strumbellas,Salvation,29,202480,2018-11-29,1,0.615,0.889,4,-4.384,1,0.0826,0.00709,0.0,0.122,0.535,139.922,4,indie
152,Space Girl,Sophie and the Giants,Space Girl,8,196850,2018-10-12,1,0.699,0.869,9,-3.589,0,0.0498,0.0332,3.01e-06,0.403,0.71,114.01,4,indie
153,Colorless,Leoniden,Again,49,203693,2018-10-26,7,0.596,0.846,4,-5.732,1,0.0489,0.00135,0.000373,0.221,0.586,154.966,4,indie
154,Just Goes to Show,Eliza Shaddad,Just Goes to Show,24,234346,2018-09-25,1,0.493,0.807,5,-5.762,1,0.0291,0.0057,5.73e-06,0.308,0.408,100.246,4,indie
155,Under the Sun,Roosevelt,Under the Sun,10,226586,2018-06-27,1,0.56,0.87,5,-3.881,1,0.0427,0.0316,0.0218,0.371,0.655,107.986,4,indie
156,Guiding Light,Mumford & Sons,Guiding Light,56,217633,2018-09-20,1,0.554,0.667,7,-9.343,1,0.0439,0.0632,1.43e-05,0.0686,0.281,100.017,4,indie
157,Lieferandomann,Von Wegen Lisbeth,Lieferandomann,56,201586,2019-03-08,1,0.708,0.651,5,-4.593,1,0.361,0.444,3.02e-06,0.225,0.954,114.166,4,indie
158,House on Fire,Tall Heights,Pretty Colors For Your Actions,46,254960,2018-10-05,3,0.326,0.847,3,-5.292,1,0.0351,0.000855,7.38e-05,0.107,0.471,181.968,4,indie
159,LED go,Bilderbuch,LED go,48,267403,2019-02-01,1,0.726,0.912,9,-4.147,1,0.0364,0.212,0.0563,0.121,0.69,97.038,4,indie
160,I Swear It's True,Mani Orrason,I Swear It's True,42,235784,2019-03-29,1,0.718,0.78,7,-5.95,1,0.0451,0.0739,1.06e-05,0.284,0.674,91.961,4,indie
161,Wide Eyes,County Line Runner,Wide Eyes,44,248023,2018-09-28,1,0.561,0.872,1,-5.645,0,0.0289,3.17e-05,0.553,0.134,0.269,128.079,4,indie
162,Naked Blue,Kakkmaddafakka,Naked Blue,52,232893,2018-11-30,1,0.52,0.841,4,-6.741,1,0.0583,0.00176,5.37e-06,0.317,0.413,135.008,4,indie
163,I Forgot Your Name (But I Like You),Two Year Vacation,I Forgot Your Name (But I Like You),45,223960,2019-02-08,1,0.508,0.894,6,-4.784,0,0.0669,0.166,0.000457,0.104,0.301,107.005,4,indie
164,Ready Now,The Cat Empire,Ready Now,49,193238,2018-07-01,1,0.419,0.82,7,-4.96,0,0.0613,0.0321,0.107,0.404,0.652,84.925,4,indie
165,Play God,Sam Fender,Play God,69,226967,2017-05-31,1,0.7,0.677,10,-7.206,0,0.0458,0.131,0.0491,0.121,0.614,94.388,4,indie
166,Turn - ayokay Remix,The Wombats,Turn (ayokay Remix),50,214364,2018-05-11,1,0.643,0.803,1,-5.025,1,0.0434,0.143,0.0,0.129,0.654,108.032,4,indie
167,I’m Never Gonna Let You Down Again,Balthazar,Fever,52,217853,2019-01-25,7,0.697,0.736,6,-7.476,0,0.154,0.385,0.00328,0.331,0.653,168.03,4,indie
168,In the Dark,Vök,In the Dark,41,202000,2019-02-08,1,0.738,0.645,8,-7.882,0,0.0307,0.00634,0.00109,0.3,0.61,107.02,4,indie
169,Learn to Live,Alice Merton,MINT,48,236133,2019-01-18,1,0.672,0.69,10,-4.817,0,0.0387,0.081,1.16e-05,0.107,0.725,136.998,4,indie
170,Drastic Measures - Single Edit,Bayonne,Drastic Measures,38,242235,2019-01-15,1,0.666,0.669,5,-7.474,1,0.0464,0.374,0.189,0.11,0.298,100.011,4,indie
171,Not Tonight,Ten Fé,Not Tonight,46,208200,2018-08-10,1,0.552,0.607,4,-6.505,1,0.0318,0.235,0.208,0.0917,0.118,170.964,4,indie
172,Winter of '98,Cayucas,Winter of '98,48,222613,2018-11-30,1,0.749,0.708,7,-5.84,1,0.0393,0.312,1.72e-06,0.236,0.89,120.058,4,indie
173,Privilege of Time,Mani Orrason,Privilege of Time,44,191284,2019-05-08,1,0.608,0.563,9,-6.739,1,0.0613,0.157,0.0,0.208,0.635,184.144,4,indie
174,Drown Them Out,Sloes,Drown Them Out,44,211520,2018-08-31,1,0.413,0.663,5,-5.333,1,0.0262,0.00241,0.00108,0.171,0.324,172.97,4,indie
175,Trouble in Paradise,Alice Merton,MINT,40,177306,2019-01-18,10,0.763,0.704,7,-4.687,1,0.0581,0.172,0.0,0.114,0.635,119.999,4,indie
176,No Night Lasts Forever,Ten Fé,No Night Lasts Forever,42,215600,2018-11-12,1,0.558,0.751,4,-7.123,1,0.0363,0.334,0.631,0.108,0.412,144.899,4,indie
177,Kila,The Cat Empire,Kila,46,228333,2018-10-01,1,0.594,0.851,5,-4.753,0,0.033,0.00705,1.69e-05,0.388,0.827,116.058,4,indie
178,Patterns That Fall,LOYAL,Patterns That Fall,46,198461,2018-09-21,1,0.791,0.669,5,-6.662,0,0.0299,0.272,0.000332,0.424,0.843,117.937,4,indie
179,Half Asleep,Shelter Boy,Half Asleep,43,149033,2018-10-26,1,0.516,0.885,5,-3.513,1,0.0437,0.084,1.17e-06,0.251,0.622,151.903,4,indie
180,Be More Kind,Frank Turner,Be More Kind,10,246973,2018-02-23,1,0.555,0.658,4,-10.854,1,0.0498,0.491,6.41e-05,0.141,0.367,135.974,4,indie
181,Lilla pojke,Diskopunk,Lilla pojke,42,242194,2018-11-23,1,0.706,0.951,5,-5.713,0,0.0513,0.0465,0.000521,0.304,0.865,108.957,4,indie
182,La Increíble Historia del Hombre Que Podía Volar Pero No Sabía Cómo,IZAL,Autoterapia,59,289140,2018-03-09,8,0.549,0.837,8,-5.671,0,0.166,0.078,0.000165,0.477,0.43,156.915,4,indie
