,track,artist,album,popularity,time,release_date,track_number,danceability,energy,key,loudness,mode,speechiness,acoustincess,instrumentalness,liveness,valence,tempo,time_signature,genre
341,I Need a Girl,Trey Songz,Ready,61,214480,2009-08-31,4,0.602,0.785,7,-6.129,1,0.0578,0.245,0.0,0.19,0.565,84.038,4,rhythm and blues
342,Where Are You,Natalie,Natalie,0,243333,2005-01-01,11,0.686,0.441,11,-7.81,1,0.0261,0.473,0.0,0.0883,0.593,93.98,4,rhythm and blues
343,All Falls Down,Kanye West,The College Dropout (Explicit),5,223506,2004-01-01,4,0.657,0.734,8,-4.832,0,0.484,0.149,0.0,0.139,0.434,91.03,4,rhythm and blues
344,Goin' Crazy,Natalie,Natalie,0,294093,2005-01-01,1,0.6,0.556,1,-7.294,1,0.026,0.624,0.00735,0.0837,0.233,105.957,4,rhythm and blues
345,Energy,Natalie,Natalie,0,208773,2005-01-01,2,0.549,0.729,1,-5.062,0,0.0382,0.505,0.0,0.104,0.548,166.082,4,rhythm and blues
346,If I Ever Needed Someone,Van Morrison,Duets: Re-Working The Catalogue,50,229133,2015-03-13,2,0.594,0.56,7,-6.38,1,0.0365,0.503,0.0,0.138,0.52,82.768,1,rhythm and blues
347,Nina Cried Power (feat. Mavis Staples),Hozier,Nina Cried Power - EP,52,225213,2018-09-06,1,0.29,0.889,1,-2.611,1,0.159,0.00949,0.0,0.0821,0.651,98.835,4,rhythm and blues
348,You Are Not Alone,Mavis Staples,You Are Not Alone,37,237120,2010-09-14,2,0.678,0.329,5,-12.313,1,0.0369,0.585,0.00438,0.0811,0.437,127.2,4,rhythm and blues
349,Wrote A Song For Everyone,Mavis Staples,You Are Not Alone,30,227466,2010-09-14,10,0.482,0.648,5,-7.304,1,0.0352,0.631,0.0,0.169,0.673,141.437,4,rhythm and blues
350,Ain't No Doubt About It,Mavis Staples,If All I Was Was Black,33,198441,2017-11-17,4,0.795,0.516,7,-7.68,0,0.0254,0.621,0.107,0.0905,0.761,100.52,4,rhythm and blues
351,Little Bit,Mavis Staples,If All I Was Was Black,32,230892,2017-11-17,1,0.804,0.463,5,-8.873,1,0.0346,0.241,0.0167,0.124,0.662,84.241,4,rhythm and blues
