,track,artist,album,popularity,time,release_date,track_number,danceability,energy,key,loudness,mode,speechiness,acoustincess,instrumentalness,liveness,valence,tempo,time_signature,genre
125,Change Is Coming - Acoustic Live,Winter Woods,Change Is Coming (Acoustic Live),46,330666,2017-11-01,1,0.522,0.447,11,-10.938,1,0.0266,0.761,0.0632,0.227,0.17,89.91,4,folk
126,Hold My Girl,George Ezra,Staying at Tamara's,78,211763,2018-03-23,8,0.614,0.527,10,-6.374,1,0.0302,0.597,0.0,0.11,0.354,121.941,4,folk
127,Gold - Single Version,Jeremy Loops,Gold,43,176360,2018-09-14,1,0.683,0.828,0,-4.103,1,0.034,0.0928,0.0,0.0715,0.717,95.032,4,folk
128,To Be Free,Passenger,To Be Free,9,287813,2018-08-10,1,0.364,0.243,2,-9.137,1,0.0376,0.956,7.59e-05,0.19,0.265,180.664,3,folk
129,Part of Me,Good Old War,Part of Me,8,182640,2017-07-21,1,0.407,0.417,8,-4.9,1,0.0282,0.818,0.0,0.106,0.335,157.06,4,folk
130,Keep Me Going,Jared & The Mill,Keep Me Going,3,208953,2016-07-08,1,0.366,0.688,2,-6.84,1,0.0368,0.0137,2.3e-05,0.114,0.458,169.493,4,folk
131,In Your Arms,Chef'Special,Chef'Special,14,215237,2015-06-02,2,0.648,0.564,5,-10.269,1,0.0682,0.673,0.0,0.115,0.377,92.958,4,folk
132,Cathedral,Jade Bird,Something American,19,170373,2017-07-07,3,0.612,0.631,5,-4.991,0,0.0804,0.747,0.0,0.125,0.46,94.985,4,folk
133,Revolution (feat. First Aid Kit),Van William,Revolution (feat. First Aid Kit),11,235906,2016-09-09,1,0.441,0.653,11,-6.589,1,0.0382,0.345,3.27e-06,0.11,0.611,160.068,4,folk
134,Northern Star,Fortunate Ones,Northern Star,44,164707,2018-01-26,1,0.589,0.698,0,-5.639,1,0.0314,0.0042,0.0,0.111,0.593,126.03,4,folk
135,Don't Say,Lullanas,Don't Say,21,201333,2016-02-12,1,0.606,0.411,1,-11.765,1,0.0316,0.859,0.00247,0.252,0.227,117.819,4,folk
136,I Know,Sammy Brue,I Know,39,195106,2017-03-31,1,0.644,0.523,4,-7.66,1,0.0378,0.395,0.0,0.093,0.445,95.966,4,folk
137,Back to You,WILD,Back to You,13,195000,2015-12-16,1,0.499,0.94,0,-2.741,1,0.0332,0.0897,7.28e-05,0.109,0.477,112.02,4,folk
138,Die For Alabama,firekid,firekid,42,169221,2015-09-25,7,0.661,0.786,7,-4.779,0,0.0588,0.181,2.14e-05,0.144,0.488,125.987,4,folk
139,Memorial Day,The Accidentals,Memorial Day,38,238093,2017-05-19,1,0.52,0.497,2,-9.925,1,0.0403,0.185,0.00785,0.109,0.417,148.895,4,folk
140,Fire,Majozi,Mountains,40,202163,2015-03-30,1,0.655,0.873,7,-4.992,0,0.0692,0.0754,0.0,0.105,0.559,130.018,4,folk
141,I Keep Ticking On,The Harmaleighs,"Pretty Picture, Dirty Brush",11,156360,2015-02-03,2,0.602,0.771,3,-4.494,1,0.04,0.245,0.0,0.107,0.41,125.024,4,folk
142,Khoj (Passing By),When Chai Met Toast,Believe,47,212571,2018-09-07,1,0.58,0.636,2,-6.649,1,0.0262,0.191,0.0313,0.0915,0.38,105.037,3,folk
143,Automatic,Castro,Automatic,3,233760,2016-07-15,1,0.626,0.601,2,-6.4,1,0.0309,0.266,0.00405,0.112,0.181,120.046,4,folk
144,Empress - Audiotree Live Version,Morningsiders,Morningsiders on Audiotree Live,40,195539,2016-09-28,6,0.555,0.596,0,-10.044,1,0.0332,0.517,0.0817,0.188,0.609,106.474,5,folk
145,I Hate That Part,Caroline Glaser,Caroline Glaser,40,234194,2016-06-24,1,0.421,0.418,11,-11.588,1,0.0528,0.783,9.29e-05,0.281,0.228,84.283,1,folk
146,Find a Way,King Charles,Find a Way,47,236791,2016-10-14,1,0.697,0.772,8,-5.27,1,0.0356,0.193,2.68e-06,0.0846,0.71,119.966,4,folk
147,The Worth Of The Wait,Ivan & Alyosha,The Worth Of The Wait,41,171800,2016-09-23,1,0.48,0.618,2,-7.335,1,0.0501,0.844,8.93e-05,0.325,0.344,82.051,4,folk
148,Swim the River,Christian Lopez,Swim the River,45,175946,2017-07-14,1,0.344,0.816,4,-6.724,1,0.0755,0.0187,0.0,0.234,0.418,200.166,4,folk
149,White Flag,Joseph,White Flag,13,199853,2016-01-01,1,0.57,0.858,2,-4.732,1,0.042,0.0386,0.00222,0.316,0.451,107.985,4,folk
150,Only Love,Ben Howard,Every Kingdom,24,249173,2011,5,0.545,0.485,8,-9.941,1,0.151,0.3,0.00137,0.119,0.341,80.401,4,folk
151,Window,MAGIC GIANT,In The Wind,54,209613,2017-05-19,5,0.401,0.723,5,-5.549,1,0.0408,0.00956,4.76e-05,0.0444,0.781,116.023,4,folk
152,Writing on the Wall,Bear's Den,Writing on the Wall,3,253631,2014-02-25,1,0.586,0.636,4,-7.71,1,0.0341,0.00208,0.322,0.107,0.355,136.337,4,folk
153,Back To You,Twin Forks,EP,3,170962,2013-01-01,1,0.546,0.847,2,-5.608,1,0.0644,0.00567,0.0,0.076,0.385,129.028,4,folk
154,Home,Phillip Phillips,Home,18,209226,2012-01-01,1,0.592,0.792,0,-5.884,1,0.0335,0.0215,0.0,0.159,0.293,121.001,4,folk
