,track,artist,album,popularity,time,release_date,track_number,danceability,energy,key,loudness,mode,speechiness,acoustincess,instrumentalness,liveness,valence,tempo,time_signature,genre
717,I'm Waiting For The Man - Album Version (Stereo),The Velvet Underground,The Velvet Underground & Nico 45th Anniversary (Deluxe Edition),3,279520,1967-03-12,2,0.68,0.632,7,-9.642,1,0.0469,0.027,0.868,0.146,0.863,125.894,4,alternative
718,Space Oddity - 2015 Remastered Version,David Bowie,David Bowie (aka Space Oddity) [2015 Remastered Version],71,318813,1969-11-04,1,0.299,0.443,0,-12.621,1,0.0346,0.0748,0.000138,0.177,0.434,139.539,4,alternative
719,Itchycoo Park,Small Faces,Small Faces: The Singles Collection,43,172746,1999-01-01,1,0.601,0.596,9,-8.029,1,0.0734,0.395,2.34e-06,0.451,0.503,128.168,4,alternative
720,Fire,Arthur Brown,The Crazy World Of Arthur Brown,46,174160,1968,8,0.439,0.882,5,-9.036,0,0.087,0.541,0.671,0.793,0.317,138.551,4,alternative
721,I Wanna Be Your Dog,The Stooges,The Stooges,60,188560,1969-08-05,2,0.527,0.871,4,-8.708,1,0.0354,0.0229,0.155,0.419,0.107,120.722,4,alternative
722,Sunshine Of Your Love,Cream,Disraeli Gears (Remastered),12,250000,1967-11-02,2,0.684,0.481,2,-12.59,1,0.0384,0.475,6.57e-05,0.118,0.784,115.078,4,alternative
723,I'm A Man,The Spencer Davis Group,I'm A Man / I Can't Get Enough Of It,6,176160,1967,1,0.55,0.929,9,-5.765,1,0.0815,0.038,0.0,0.135,0.643,129.011,4,alternative
724,Seven and Seven Is (LP) - Version,Love,Da Capo,31,139160,1966-11-01,4,0.453,0.788,9,-9.23,0,0.0341,0.00438,0.000121,0.131,0.55,78.504,4,alternative
725,Piece Of My Heart,Janis Joplin,Janis,6,266240,1993-11-23,21,0.429,0.665,4,-9.681,1,0.14,0.406,0.00011,0.409,0.543,160.499,4,alternative
726,Making Time,The Creation,Our Music Is Red - With Purple Flashes,36,178066,1999-05-04,1,0.432,0.917,2,-7.067,1,0.12,0.111,3.48e-06,0.112,0.45,70.947,4,alternative
727,Misirlou,Dick Dale and his Del-Tones,Greatest Hits 1961 - 1976,44,160840,1992,4,0.423,0.896,4,-9.555,1,0.0368,0.0914,0.668,0.35,0.732,99.156,4,alternative
728,"Mini, mini, mini",Jacques Dutronc,"Et moi, et moi, et moi",39,114773,1966,12,0.773,0.483,9,-9.303,1,0.0818,0.0166,0.0,0.0907,0.755,166.116,4,alternative
729,Can't Seem To Make You Mine,The Seeds,The Seeds,48,185480,1966,1,0.699,0.384,7,-13.691,1,0.044,0.148,0.0,0.121,0.584,109.573,4,alternative
730,Dirty Water,Various Artists,Fever Pitch (Original Motion Picture Soundtrack),4,169160,2005-01-01,1,0.651,0.819,4,-4.889,1,0.0403,0.0284,0.0,0.0654,0.781,143.382,4,alternative
731,Incense And Peppermints,Strawberry Alarm Clock,Incense And Peppermints,3,167453,1967,9,0.491,0.649,4,-11.115,1,0.0305,0.0405,0.0,0.0851,0.681,133.174,4,alternative
732,Pretty Big Mouth,Count Five,Psychotic Reaction,2,129120,1966-01-01,2,0.587,0.573,4,-8.073,1,0.0383,0.0208,0.315,0.199,0.686,137.315,4,alternative
733,I Had Too Much to Dream (Last Night),The Electric Prunes,I Had Too Much To Dream (Last Night),46,178266,1967,1,0.341,0.714,2,-7.998,0,0.0404,0.354,0.0,0.31,0.412,147.604,4,alternative
734,Friday On My Mind,The Easybeats,Easy,56,163293,1965-01-01,18,0.374,0.991,9,-1.101,1,0.0813,0.38,0.000719,0.0929,0.51,95.105,4,alternative
735,(We Ain't Got) Nothin' Yet,Various Artists,60's Gold,2,134853,2006-01-01,2,0.41,0.904,0,-7.98,0,0.0537,0.119,4.61e-05,0.078,0.832,148.597,4,alternative
736,Funnel Of Love,Wanda Jackson,Let's Have A Party (The Very Best Of Wanda Jackson),4,131039,2011-05-03,11,0.598,0.675,0,-8.566,1,0.0398,0.541,0.0,0.286,0.928,135.102,4,alternative
737,I Want Candy,The Strangeloves,I Want Candy: The Best Of The Strangeloves,42,177506,1965,4,0.669,0.848,8,-10.072,0,0.03,0.0273,0.0869,0.0881,0.661,102.048,4,alternative
738,Psychotic Reaction,Various Artists,60s Garage Rock Nuggets,1,121720,2010-02-01,8,0.234,0.832,10,-6.622,1,0.0476,0.00275,0.166,0.321,0.831,159.043,4,alternative
739,Light My Fire,The Doors,The Doors,70,429760,1967-01-04,6,0.413,0.725,3,-5.787,0,0.0324,0.369,2.16e-05,0.0905,0.44,124.618,4,alternative
740,I'm Five Years Ahead of My Time,The Third Bardo,I'm Five Years Ahead Of My Time,31,134906,1967,1,0.414,0.731,9,-6.855,1,0.0327,0.0574,2.8e-06,0.138,0.579,126.111,4,alternative
741,Turn! Turn! Turn! (To Everything There Is a Season),The Byrds,Turn! Turn! Turn!,66,229360,1965-12-06,1,0.452,0.818,2,-8.124,1,0.0439,0.135,2.72e-05,0.052,0.755,124.474,4,alternative
742,Can't Find My Way Home,Blind Faith,Blind Faith,7,196640,1969-01-01,2,0.556,0.249,2,-17.875,1,0.0339,0.917,0.0188,0.113,0.518,87.715,4,alternative
743,Debora,T. Rex,Get It On: The Collection,19,187760,2011-01-01,7,0.215,0.709,10,-7.4,1,0.0355,0.847,0.000237,0.125,0.553,166.15,3,alternative
744,Pictures of Matchstick Men - Mono Version,Status Quo,Picturesque Matchstickable Messages from the Status Quo,51,190600,1968-09-27,12,0.241,0.604,7,-3.817,1,0.0313,0.0672,4.98e-05,0.0541,0.417,173.134,4,alternative
745,Zig Zag Wanderer,Captain Beefheart & His Magic Band,Safe As Milk,44,158800,1967,2,0.428,0.843,9,-7.655,1,0.0747,0.058,0.0334,0.115,0.885,143.758,4,alternative
746,The Weight - Remastered,The Band,Music From Big Pink (Expanded Edition),23,278626,1968-07-01,5,0.63,0.519,9,-10.997,1,0.0528,0.225,4.3e-06,0.0974,0.502,143.942,4,alternative
747,These Days,Nico,Chelsea Girl,14,210666,1967-10,2,0.406,0.131,5,-17.668,1,0.0315,0.989,0.275,0.102,0.203,93.196,4,alternative
748,You're Gonna Miss Me (2008 Remastered Original Mono LP Version),The 13th Floor Elevators,The Psychedelic Sounds of the 13th Floor Elevators - 2008 Remaster,48,146737,2010,1,0.428,0.923,2,-4.454,0,0.123,0.0108,0.436,0.0985,0.681,151.005,4,alternative
749,Crimson and Clover,Tommy James & The Shondells,Anthology,57,209640,1989,19,0.408,0.692,11,-9.478,1,0.0685,0.235,0.0255,0.197,0.684,82.499,4,alternative
750,Waitin' Around To Die,Townes Van Zandt,For The Sake Of The Song,39,145586,1968,5,0.614,0.464,9,-14.047,0,0.0397,0.512,3.7e-06,0.142,0.462,102.355,4,alternative
751,A Whiter Shade Of Pale,Procol Harum,A Whiter Shade Of Pale,21,248946,1967-05-12,1,0.249,0.66,0,-6.905,1,0.0342,0.504,0.0026,0.0891,0.435,149.813,4,alternative
