,track,artist,album,popularity,time,release_date,track_number,danceability,energy,key,loudness,mode,speechiness,acoustincess,instrumentalness,liveness,valence,tempo,time_signature,genre
303,"Berceuse for Violin and Orchestra, Op. 16",Gabriel Fauré,The Secret Fauré 2,25,256600,2019-05-17,1,0.231,0.0768,2,-25.658,1,0.0508,0.944,0.149,0.0983,0.1,113.69,4,classical
304,Together At Last,Alexis Ffrench,Together At Last,48,191610,2018-11-30,1,0.433,0.00824,10,-29.236,1,0.0516,0.995,0.886,0.0742,0.0807,62.597,4,classical
305,"4 Impromptus, Op. 90, D. 899: No. 3 in G-Flat Major",Franz Schubert,Schubert,48,377506,2019-03-15,7,0.148,0.00261,6,-36.152,1,0.0367,0.991,0.918,0.111,0.0762,68.931,4,classical
306,"Rêverie au bord de la mer, WoO",Jacques Offenbach,Offenbach,26,264600,2019-05-10,4,0.23,0.0762,7,-21.831,1,0.0461,0.987,0.768,0.0714,0.0783,73.227,4,classical
307,Lazaro (Solo Piano Version),Francesco Tristano,Lazaro (Solo Piano Version),45,200933,2019-03-29,1,0.378,0.0156,0,-24.81,0,0.0636,0.986,0.64,0.142,0.305,125.348,1,classical
308,Perfect,The Piano Guys,Limitless,54,310080,2018-11-09,8,0.507,0.19,8,-15.628,1,0.0639,0.987,0.907,0.11,0.118,179.221,3,classical
309,"For the Love of a Princess (From ""Braveheart"")",James Horner,James Horner - The Classics,48,312480,2018-08-10,9,0.155,0.192,2,-17.664,0,0.0398,0.946,0.883,0.101,0.0565,104.978,4,classical
310,"Ständchen, S. 560 (Trans. from Schwanengesang No. 4, D. 957)",Franz Schubert,Schubert,50,442172,2019-03-15,9,0.209,0.00299,2,-33.974,1,0.0491,0.992,0.955,0.104,0.039,66.685,3,classical
311,Peace Piece,Igor Levit,Life,44,373973,2018-10-05,7,0.228,0.00272,0,-38.686,1,0.0496,0.973,0.0926,0.0774,0.0738,66.941,4,classical
312,"Dvorak String Quartet No.12 'American' op.96: Dvorak String Quartet No. 12 'American', Op. 96: II. Lento",Chilingirian Quartet,"Borodin, Dvorak & Shostakovich String Quartets",37,385000,1998,6,0.105,0.0466,2,-24.051,0,0.0471,0.912,0.777,0.11,0.0992,171.931,5,classical
313,Ashes,Vitamin String Quartet,"Geek Wedding Forever, Vol. 3",42,194160,2019-03-08,9,0.101,0.213,4,-14.446,0,0.0415,0.85,0.481,0.215,0.142,169.737,3,classical
