,track,artist,album,popularity,time,release_date,track_number,danceability,energy,key,loudness,mode,speechiness,acoustincess,instrumentalness,liveness,valence,tempo,time_signature,genre
326,We Found Love,2CELLOS,In2ition,47,212600,2013-01-11,2,0.332,0.399,2,-11.316,1,0.0447,0.797,0.886,0.501,0.589,129.9,4,world
327,Everglow,Eddie van der Meer,"Cover Songs, #3",23,238000,2016-07-05,3,0.397,0.417,4,-7.592,1,0.044,0.903,0.848,0.297,0.436,161.796,5,world
328,Fix You,Eddie van der Meer,"Cover Songs, #3",21,226750,2016-07-05,6,0.299,0.373,3,-7.684,1,0.033,0.486,0.648,0.0855,0.194,78.318,4,world
329,Leaving on a Jet Plane (Instrumental Version),The O'Neill Brothers Group,Yesterday: Plus 15 More Popular Instrumental Piano Songs,23,215510,2014-10-13,16,0.432,0.13,7,-16.918,1,0.0393,0.979,0.923,0.095,0.457,140.994,4,world
330,River Flows in You,Yiruma,River Flows in You,54,172530,2015-08-02,1,0.3,0.229,9,-17.224,1,0.0556,0.979,0.952,0.104,0.111,70.063,4,world
331,Wonderwall,Guitar Tribute Players,Coffee Shop Acoustic,35,199893,2013-10-22,6,0.5,0.189,4,-15.603,1,0.0407,0.883,0.837,0.112,0.296,87.263,4,world
332,Riptide (Instrumental Version),Soft Background Music,Acoustic Tribute to Today's Pop Hits,23,210325,2016-04-14,17,0.592,0.444,8,-10.379,1,0.036,0.895,0.949,0.143,0.524,96.977,4,world
333,Father and Son,Guitar Tribute Players,Acoustic Tribute to Cat Stevens,18,251973,2014-08-05,6,0.753,0.156,7,-14.749,1,0.0596,0.951,0.902,0.104,0.336,126.142,4,world
334,Viva la Vida,Guitar Tribute Players,"Acoustic Tribute to Coldplay, Vol. 2",25,208000,2014-08-05,14,0.602,0.335,1,-13.513,1,0.0404,0.658,0.894,0.12,0.354,138.015,4,world
335,Will You Be There,Guitar Tribute Players,Acoustic Tribute to Michael Jackson,15,202480,2014-04-29,8,0.649,0.25,9,-15.047,1,0.0782,0.892,0.894,0.347,0.318,166.063,4,world
336,Despacito,Ramon Ayala,Despacito,51,146195,2017-07-19,1,0.642,0.491,2,-7.21,1,0.0497,0.831,0.809,0.274,0.517,91.028,4,world
337,Chasing Cars,Simply Three,Simply Three,47,202946,2013-04-01,10,0.478,0.309,9,-9.657,1,0.0313,0.0427,0.149,0.0885,0.115,109.966,4,world
338,Hallelujah (Arr. Cello & Strings),Sheku Kanneh-Mason,Sheku Kanneh-Mason,1,206520,2017-02-10,3,0.166,0.0551,9,-19.494,0,0.052,0.976,0.635,0.119,0.143,176.616,3,world
339,Stairway To Heaven,London Philharmonic Orchestra,Kashmir - Symphonic Led Zeppelin,2,642000,1997-01-01,4,0.0895,0.129,9,-20.681,0,0.0408,0.909,0.859,0.0623,0.0377,171.384,3,world
340,Zelda's Lullaby,Taylor Davis,"Melodies of Hyrule: Music from ""The Legend of Zelda""",41,175880,2013-11-20,7,0.139,0.266,9,-13.159,0,0.0412,0.9,0.0255,0.143,0.0713,79.455,4,world
341,"He's a Pirate (From ""Pirates of the Caribbean"")",Taylor Davis,Legendary Movie Music,41,157640,2013-07-23,1,0.43,0.85,2,-5.457,0,0.465,0.771,0.396,0.0711,0.577,174.694,3,world
342,"Lux Aeterna (From ""Requiem for a Dream"")",Taylor Davis,Legendary Movie Music,29,211973,2013-07-23,4,0.509,0.712,7,-7.999,0,0.0562,0.243,0.672,0.107,0.57,140.065,4,world
343,"Duel of the Fates (From ""Star Wars"")",Taylor Davis,Legendary Movie Music,33,151493,2013-07-23,6,0.39,0.908,4,-5.402,0,0.305,0.542,0.526,0.868,0.252,151.946,4,world
344,Jurassic Park Theme,Taylor Davis,Legendary Movie Music,39,219426,2013-07-23,7,0.147,0.544,7,-8.221,1,0.0393,0.691,0.473,0.0825,0.0885,89.715,4,world
345,"For the Love of a Princess (From ""Braveheart"")",Taylor Davis,Legendary Movie Music,29,179026,2013-07-23,10,0.0639,0.212,9,-10.911,0,0.0412,0.964,0.0253,0.0817,0.0703,44.704,4,world
346,"Star Wars Medley (From ""Star Wars"")",Taylor Davis,"Star Wars Medley (From ""Star Wars"")",39,192530,2015-12-18,1,0.396,0.65,5,-5.432,0,0.0301,0.0767,0.144,0.0903,0.166,103.88,4,world
347,Concerning Hobbits,Various Artists,The Lord Of The Rings: The Fellowship Of The Ring (Original Motion Picture Soundtrack),62,175040,2001-11-19,2,0.488,0.0629,2,-21.524,1,0.0342,0.843,0.406,0.133,0.175,104.311,4,world
348,"Main Theme (From ""The Dark Knight Rises"")",Hans Zimmer,Hans Zimmer - The Classics,50,261946,2017-01-13,1,0.43,0.417,2,-12.894,0,0.0399,0.716,0.574,0.246,0.295,99.713,4,world
349,Firework,Dallas String Quartet,Red,50,222053,2011-12-15,1,0.592,0.551,9,-3.809,0,0.0286,0.826,0.452,0.16,0.591,127.938,4,world
350,Sweet Child O' Mine,Dallas String Quartet,Red,36,216746,2011-12-15,6,0.558,0.798,7,-5.238,1,0.0325,0.0185,0.0745,0.0931,0.779,126.042,4,world
351,"At Last, Sunrise",Maree Docia,We Were Legends,20,120500,2015-08-04,8,0.607,0.0885,11,-20.685,1,0.0374,0.993,0.896,0.0947,0.166,138.019,4,world
352,Twin Tales,LUCHS,Chasing Cloud Nine,14,148989,2016-06-17,6,0.249,0.114,1,-22.897,1,0.0458,0.951,0.944,0.0862,0.0389,122.849,4,world
